,ctr_t1,ctr_t2,ctr_t3,ctr_s1,ctr_s2,ctr_s3,nik_t1,nik_t2,nik_t3,nik_s1,nik_s2,nik_s3,ikk_t1,ikk_t2,ikk_t3
Aco1,0.077096653,0.075611988,0.07785956,0.065953087,0.065092531,0.063361441,0.064984339,0.068397087,0.064206531,0.062070275,0.06463981,0.073140145,0.074528803,0.102862551,0.072314262
Ndufb6,0.249808462,0.21844658,0.124450912,0.124290238,0.139688378,0.156501314,0.196883603,0.174868713,0.168698364,0.116416884,0.157422152,0.149940881,0.230727749,0.318651778,0.15783458
Topors,1.048845889,1.150141965,1.193002976,1.124146212,1.183231067,1.054712654,1.191890921,1.110611435,1.185138512,1.002426005,0.978749726,1.11784903,1.332498544,1.218563123,1.432661042
4930509K18Rik,0.002995405,0,0,0.005293612,0,0.005987845,0,0.00084129,0,0.003291272,0,0.00490561,0.001604244,0,0
Tmem215,0.004850287,0.006226587,0.009718669,0.003809618,0.00390413,0.012312092,0,0,0,0,0.001170807,0,0.01010201,0,0
Dnaja1,0.62108412,0.645933264,0.666957937,0.648110853,0.65445093,0.665437789,0.437863268,0.414824729,0.411394492,0.420093739,0.404792081,0.439908216,0.854141869,0.699060283,0.92015247
Aptx,0.146815937,0.154628166,0.083245191,0.130814192,0.127118713,0.111041975,0.179862709,0.156739244,0.182170437,0.158691524,0.177791383,0.138876472,0.15964683,0.127456055,0.110757327
Smu1,0.703353678,0.793827062,0.653530651,0.553998868,0.527737559,0.544385117,0.598910478,0.616100178,0.592891718,0.566753151,0.545542404,0.541017419,0.983909523,0.841513068,0.882537227
B4galt1,0.440303051,0.454736526,0.420508944,0.269104228,0.256396276,0.25387059,0.145081692,0.146430681,0.137197886,0.297433773,0.215537742,0.259107596,0.451629957,0.407774799,0.379707493
Mir5123,0.080984212,0.187135183,0.116834798,0,0.1955593,0.046253785,0.0427509,0.045490488,0.510400931,0.035593322,0.316689158,0.037893939,0.346980586,0.039653545,0.596208958
Bag1,2.484601348,2.094636808,2.197247771,1.177003076,1.277830524,1.253012202,1.468303143,1.397999902,1.734127597,1.372456586,1.354115077,1.734524445,2.692150974,2.980572057,2.537629933
Chmp5,0.4864344,0.476896245,0.512306681,0.333229675,0.370411095,0.378976092,0.389755024,0.437747346,0.362700723,0.366636281,0.373692914,0.351244995,0.570976813,0.592334369,0.495185348
Mir3094,0,0,0,0,0.050723193,0.119970755,0.110885147,0.058995477,0.055160517,0,0,0,0,0.205702767,0
Spink4,0.000711039,0.000547681,0,0.00083772,0.003147843,0.00135369,0.00406631,0.001331351,0.001244807,0,0.006951305,0.000277256,0.00190405,0.000870393,0.004725769
Nol6,0.710170736,0.723257238,0.696830433,0.620652613,0.759052434,0.782818449,0.665156091,0.503729252,0.676556477,0.452754576,0.451671767,0.49613138,0.712877479,0.821416333,0.705183003
Aqp7,0.001606138,0,0,0.011038371,0.002154709,0.008408942,0.00188415,0.005012227,0.007029616,0.003921739,0.005815567,0.007515405,0.003106266,0,0.001094857
Aqp3,0.271476516,0.212707812,0.355673761,0.340141784,0.391669975,0.382360108,0.032481918,0.004147613,0.02456067,0.005408725,0.003208251,0.001727497,0.116658088,0.19463052,0.046809644
Ubap2,0.202236109,0.189310463,0.208985008,0.165121391,0.165101384,0.173116945,0.273569373,0.233973352,0.239684021,0.207555935,0.179464938,0.190621535,0.30498165,0.251468782,0.295539509
Dcaf12,0.446213054,0.412305057,0.431767067,0.338187599,0.353664724,0.355914936,0.288950053,0.309067275,0.303043791,0.263239698,0.228050203,0.226123529,0.455827543,0.442413547,0.460625548
Ubap1,0.256372655,0.243848003,0.217389246,0.193585735,0.206908614,0.202260352,0.191043921,0.204104746,0.190242023,0.146254013,0.162730966,0.152147862,0.215839387,0.233866165,0.20266391
1110017D15Rik,0.000763518,0,0,0.002313126,0.002370512,0.000311486,0,0.00214442,0.000572864,0.001917563,0.001184819,0.004338203,0.000584166,0.001068152,0.002342106
Nudt2,0.021047887,0.025992052,0.014342676,0.032829519,0.032923777,0.038205697,0.059378659,0.066534453,0.042517234,0.044006576,0.032767639,0.0362846,0.027839166,0.040055711,0.028230736
Fam219aos,0.071133755,0.112356315,0.054126414,0.025460393,0.08045045,0.056570269,0.104572195,0.048049899,0.096946549,0.055404474,0.052816879,0.046345836,0.122971268,0.037475655,0.140865847
Enho,0.016642423,0,0.020749203,0,0.008930631,0.012321618,0.026030809,0.062322595,0.014567839,0.539105818,0.482076113,0.413879656,0.023108175,0.060362114,0.003781548
Il11ra1,0.006036229,0.004381192,0.00381457,0.006906515,0.005606225,0.004640955,0.005310793,0.004836057,0.005436192,0.030398723,0.025344795,0.022315029,0.006735027,0.003410321,0.001186938
Sigmar1,0.092474419,0.129167218,0.095594411,0.084593086,0.106756616,0.105587321,0.13222006,0.069453243,0.082060527,0.058012041,0.078943872,0.080736706,0.093474091,0.105120477,0.066343395
Arid3c,0,0.007227255,0,0.009754097,0.001332811,0,0.008740912,0.002066901,0.002898815,0.000404304,0.005595742,0.000860872,0.001478003,0.001801694,0.00507924
Ccl27a,0.046957631,0.061076289,0.043270337,0.02981518,0.039381823,0.012847736,0.034139916,0.020533042,0.021413495,0.072913824,0.05253497,0.057891097,0.036142299,0.082608097,0.047439411
Dctn3,0.319025373,0.28344957,0.342043768,0.220183899,0.245031856,0.187070128,0.33648272,0.389160179,0.345733184,0.325309272,0.358226847,0.355726923,0.355563932,0.467763129,0.312743273
Rpp25l,0.813584002,0.709394345,0.533716709,0.461867971,0.767264284,0.357835542,0.297662391,0.394664814,0.566441956,0.232091207,0.375280634,0.337134961,0.647123414,0.541236574,0.590287886
Galt,0.538820563,0.472953418,0.457647879,0.420624156,0.409061786,0.440584642,0.436890036,0.42787031,0.620953458,0.71130195,0.623191339,0.590404621,0.399645496,0.502987158,0.411426587
Fam205a1,0.001617457,0,0.010000641,0.011433764,0,0.00131972,0.003659324,0,0,0,0,0,0.002475025,0,0
1700022I11Rik,0.006608201,0,0.003684468,0.00677003,0.008788118,0.003281953,0.016936507,0.015063033,0.013580875,0.011154451,0.010611204,0.010755108,0.003590435,0.006096199,0
Dnajb5,0.136084145,0.153512372,0.141578525,0.12111202,0.090512298,0.125812028,0.068662962,0.091918046,0.058397152,0.104806261,0.102092607,0.108308385,0.095503591,0.073960545,0.062208479
Fam205c,0.003020499,0,0.006225189,0.009913352,0.002604947,0.006161233,0,0,0.001133132,0.004267086,0.002343587,0,0.004621953,0.000528205,0
Phf24,0.0015313,0,0.004142223,0.00456668,0.001271104,0.003006422,0.002020902,0.000940803,0.00100531,0.000841276,0.000207922,0.003246742,0.00333172,0.000702932,0.001174322
Fam214b,0.118300179,0.066822183,0.112609441,0.071237053,0.069360027,0.052273779,0.028783397,0.031721766,0.057018245,0.05819909,0.03617142,0.042825888,0.064400748,0.09964077,0.045696975
Fancg,0.145391813,0.183808744,0.166660982,0.191905056,0.170563432,0.101325656,0.17423642,0.134416407,0.19588552,0.130921029,0.105049017,0.07992337,0.235988116,0.195551464,0.265772622
Pigo,0.248337073,0.322220036,0.338842327,0.363985247,0.256212548,0.249996482,0.218491832,0.194205758,0.313131127,0.144734579,0.176626268,0.191363237,0.340860205,0.291125333,0.333529804
Stoml2,1.056480437,1.273943354,1.24361311,0.989068359,1.335328117,1.051183698,1.645766119,1.748414072,1.870052652,1.179200287,1.411987868,1.382134555,1.634782508,1.830197013,1.553724102
Atp8b5,0.00028985,0.000262086,0.000454525,0.000846303,0.000304315,0.000575815,0.000133052,0.000530918,0.000198562,0,0.000438052,0.000412775,6.75E-05,0.000370236,0.00015463
Cd72,0.282134835,0.326353494,0.260430826,0.533508943,0.66897228,0.63412484,0.331935848,0.331940756,0.258924157,0.475674434,0.459882825,0.370091134,0.260947075,0.27322929,0.258020188
Tesk1,0.897322521,1.060328843,0.85427738,0.677905822,0.748775682,0.825969079,0.268180597,0.457325694,0.319833753,0.510699673,0.623113805,0.617128103,0.560614936,0.759683219,0.755285605
Sit1,2.17987564,2.526098692,2.065706105,1.95347713,1.925395994,1.977559052,1.152025612,1.2715059,1.442844388,1.707532583,1.718090802,1.344410071,2.572617701,2.712192225,2.463297026
Rmrp,379.9261629,257.6248112,233.4596267,381.611696,300.2177655,248.0226723,197.3802967,214.3421145,306.2668959,125.6658323,310.9843699,353.795484,253.8394516,364.5550815,313.4218508
Ccdc107,0.476879634,0.382394832,0.519841396,0.515720396,0.442577486,0.442089454,0.447356621,0.548490045,0.634327695,0.434045365,0.453259756,0.383002146,0.430037199,0.534745512,0.431209148
Arhgef39,0.004798922,0.011582014,0.018975074,0.01545402,0.015966177,0.022536153,0.013229515,0.010483093,0.010081694,0.002109171,0.003475223,0.0022455,0.023416923,0.023236613,0.026824516
Car9,0.004968724,0.000918523,0.006690422,0.003512379,0.006719098,0.011351461,0.008918025,0.004465654,0.006263051,0.001747041,0,0.002324953,0.001596654,0.001459748,0.004877325
Creb3,0.810753173,0.768564079,0.732064265,0.693289624,0.630173199,0.671369437,0.49972177,0.567673964,0.431486118,0.532876207,0.739253882,0.629837498,0.70262835,0.832380661,0.716799752
Gba2,0.479059646,0.469373137,0.440244657,0.389001493,0.443490382,0.35671867,0.231386652,0.216188347,0.302611724,0.215645593,0.238369608,0.188511722,0.508376954,0.537244795,0.426324008
Tln1,9.176196308,10.22028361,9.53531942,6.250493709,6.344380814,6.374425349,3.766189308,3.586519236,3.637745249,2.803467628,2.899872442,2.745552239,9.473805252,10.05913123,8.949074525
Rgp1,0.556859,0.493603442,0.504779244,0.523195405,0.446627749,0.404779934,0.596173556,0.618023516,0.669194594,0.532053825,0.526656111,0.567877807,0.553139974,0.580741608,0.533040574
Fam221b,0.002258443,0.003587871,0,0.015964875,0.003749383,0.002015468,0.0044708,0.000396442,0.004818726,0.001550948,0.000919964,0.002311674,0.002645891,0,0
Hint2,0.151238016,0.235756914,0.245318304,0.33515368,0.315933033,0.334204247,0.402354676,0.347230521,0.25058635,0.261134218,0.288146291,0.299074533,0.261958725,0.478993586,0.41053689
Spag8,0.004758718,0.008247197,0.002860557,0.03784417,0.002872818,0.006794804,0.009420331,0.003341337,0.006248271,0.005228753,0.005169164,0.0069584,0.015928865,0.005825211,0
Hrct1,0,0,0,0.013089658,0,0.002643984,0,0,0,0,0,0,0,0,0
Olfr70,0.004909601,0,0,0.022085538,0.007544486,0.001911885,0.002356125,0,0.012306729,0.016183617,0.003878589,0.002610555,0.004780775,0,0.012322048
Tmem8b,0.00272294,0.001048677,0.002728019,0.018045368,0.006164351,0.00988197,0.036534358,0.035689052,0.043052111,0.030916235,0.034261145,0.022695109,0.006987783,0.006110843,0.006612524
Olfr29-ps1,0,0,0,0.009868216,0.033710118,0.007973134,0,0,0,0,0,0.006532081,0.007476477,0,0.017128883
Olfr157,0,0.01055417,0,0.064573669,0.044117115,0.04347751,0,0.008552006,0.007996089,0.006691383,0,0,0,0.003727343,0
Olfr156,0,0,0,0.043235176,0.011815412,0.006986468,0,0,0.006424519,0,0,0,0,0,0
Clta,2.019939337,2.094483929,1.939685329,1.123503391,1.445994182,1.387308943,1.21888921,1.357234628,1.435980079,0.947085706,1.077718403,1.014061569,2.138401518,2.421576872,1.865612263
Glipr2,2.242007531,2.328903301,2.070314635,0.987371139,1.174420129,1.015359821,0.756130707,0.782332504,0.641099416,0.747063146,0.797181376,0.658495746,1.897924535,2.312872735,1.634852839
Ccin,0.04017084,0.028807827,0.016653423,0.070991669,0.010034882,0.08307094,0.060327004,0.044740516,0.027281863,0.053270788,0.046644983,0.064816012,0.037093494,0.033912872,0.016996512
Rnf38,0.087648133,0.099909801,0.101558017,0.093635222,0.091462056,0.101097498,0.120949123,0.111607729,0.09772405,0.122146169,0.10099042,0.102237905,0.11256872,0.091627408,0.124617999
Mir5106,0.147324704,0,0,0.260358676,0.222348245,0,0.097214375,0.103444124,0,0.161876477,0,0.12925467,0.197256087,0,0
5730488B01Rik,0.004071989,0.045702768,0.005594858,0.063737742,0.035117745,0.044852762,0,0.003267599,0.009165573,0,0,0.002721936,0,0,0.001784413
Zbtb5,0.082802733,0.124134508,0.124741148,0.122093474,0.108715489,0.095564065,0.1471555,0.138751253,0.137735845,0.150845005,0.122087353,0.131476988,0.131101086,0.116284102,0.149789134
Fbxo10,0.005632775,0.00351617,0.001861481,0.009246823,0.004641417,0.001524709,0.050944016,0.040487781,0.028812547,0.019828727,0.020298706,0.016488582,0.001930139,0.00914997,0.006714918
Polr1e,0.129253198,0.13577629,0.138586614,0.171217356,0.124919579,0.122752705,0.11542957,0.109179195,0.124854234,0.075897321,0.080554222,0.089547954,0.127918099,0.116583585,0.157998302
Grhpr,0.063042828,0.090133441,0.074754256,0.134813667,0.135203921,0.113034545,0.41409785,0.385251833,0.327325108,0.236908997,0.268605602,0.239088849,0.107920621,0.150819331,0.096250936
Tomm5,0.782925388,0.970296247,0.593779605,0.630924216,0.567290149,0.755398935,0.942313955,0.64811818,0.615702946,0.435972276,0.439041105,0.540969551,0.832180478,1.105006676,0.757515578
Exosc3,0.29403532,0.291021002,0.297007297,0.235940083,0.289456214,0.242660603,0.223604229,0.198325989,0.248416614,0.164225297,0.148936049,0.162798863,0.364816146,0.370201978,0.350805364
Trmt10b,0.066067436,0.055574374,0.076707481,0.039002428,0.062346425,0.042622601,0.045742676,0.042515236,0.043838172,0.034353502,0.028276049,0.0216796,0.090542672,0.062863545,0.063142309
Frmpd1os,0.000290103,0.002681436,0,0.005639513,0.000700536,0.001656912,0,0.001222176,0.00190455,0,0.001575625,0.000678722,0.000388425,0,0.001334844
Slc25a51,0.506377053,0.563774608,0.588904146,0.408786839,0.385439402,0.479135773,0.732650039,0.74549999,0.774824033,0.630456826,0.589618359,0.636434672,0.606246863,0.681106141,0.575351238
Gm829,0.000507297,0,0,0.000717214,0,0.000289741,0,0,0,0,0.000440842,0,0.000271692,0,0
Igfbpl1,0.002464414,0,0,0,0.000371939,0.000439856,0,0,0.001011192,0,0,0,0.007424224,0,0
Aldh1b1,0.078016387,0.058979593,0.047476126,0.166810494,0.078496936,0.097644118,0.17287199,0.15960374,0.192226943,0.06984783,0.082652927,0.085066226,0.0696385,0.090784814,0.075340394
Ccdc180,0.002556536,0,0.000534533,0.007150262,0.00042946,0.00139667,0,0.000874123,0.000642165,0.001270181,0.001014224,0.000832173,0.001785913,0.000979667,0.001432057
Tmod1,1.74E-05,0.000241753,0.000586967,0.00055467,0.000968437,0.000448151,0.000736377,0.000244864,0.000412105,0.000383181,0.00026517,0.001223844,0.000373543,0.000597647,0.0004279
Xpa,0.160047261,0.122771461,0.121753658,0.099983706,0.08764532,0.09071681,0.121352445,0.170605155,0.166323132,0.166156038,0.180446293,0.265113271,0.150886581,0.17394224,0.165293409
Ncbp1,0.438179926,0.365426151,0.390195011,0.347180216,0.300313248,0.349129774,0.359232304,0.362475361,0.352181073,0.283176048,0.259637645,0.322794327,0.529691932,0.462357922,0.488273158
Trmo,0.071826916,0.096798651,0.062234201,0.101768978,0.069027156,0.070648517,0.113860261,0.067147098,0.070152338,0.058705725,0.067972931,0.093385575,0.104103566,0.107392336,0.041770278
Foxe1,0.006712101,0,0,0.00508368,0,0.030121046,0,0.002693089,0.00377704,0.004214331,0,0.005608411,0.010270823,0.021127816,0
Nans,0.90519688,0.923835079,0.828274928,0.501414431,0.520398455,0.583932736,0.641584466,0.636240688,0.650345758,0.530059656,0.526861269,0.550546122,1.201476061,1.324734399,1.054093431
Anp32b,3.251350102,3.014061743,2.87005144,2.408751567,2.761639605,2.72136641,3.746486792,3.478769872,3.855130925,3.051471292,3.121135941,3.935544085,4.583465862,3.884715095,4.26252683
Coro2a,0.369401469,0.390435456,0.379426375,0.103525545,0.106939469,0.109055633,0.124228878,0.098693993,0.117160107,0.092158923,0.065333306,0.069201466,0.269500607,0.220371058,0.285402936
Tbc1d2,0.059031163,0.072745841,0.062856714,0.016903142,0.024797022,0.016422012,0.006040361,0.004120156,0.002311397,0.002321101,0.001593506,0.001304207,0.021370127,0.024853132,0.02699986
Galnt12,0.098661858,0.089120113,0.107775309,0.108564939,0.113133459,0.105087021,0.078454391,0.07330418,0.126995576,0.073946205,0.059794899,0.057126676,0.117717802,0.149659622,0.121085214
Col15a1,0.001549086,5.92E-05,0.000584877,0.002941237,0.001885811,0.000548401,0.000946157,0.001869751,0.000235336,0.001547359,0.003699152,0.002156563,0.000617089,0.000344774,0.000981787
Tgfbr1,0.026011011,0.035942328,0.02928096,0.03557307,0.02935386,0.029114925,0.051117496,0.045949742,0.039415948,0.053091209,0.041932133,0.02956108,0.053960935,0.035733814,0.052992326
Sec61b,0.804880247,0.671947185,0.679996218,0.423405075,0.475693156,0.551823551,0.668746577,0.626719568,0.687549986,0.567105057,0.506550999,0.527557791,0.831106412,1.049671149,0.643664922
Alg2,0.410379983,0.428594035,0.344715868,0.435989432,0.561121805,0.485320487,0.713448978,0.608173767,0.631386325,0.678669197,0.526884951,0.585575441,0.583058052,0.600335824,0.629423665
Nr4a3,0.25138582,0.336183519,0.359680668,0.231737821,0.239373675,0.212801014,0.068311373,0.051659437,0.049583688,0.014880327,0.015064368,0.028409213,0.152731956,0.121065505,0.289198762
Stx17,0.048585005,0.040701059,0.043191425,0.046286551,0.043429259,0.051858188,0.051905907,0.041868561,0.055596657,0.034677961,0.029256514,0.035693872,0.069376541,0.069893454,0.070433574
Tex10,0.126601656,0.152179445,0.150384374,0.161054227,0.170993431,0.171938745,0.149589014,0.147742111,0.15454578,0.124613387,0.125935435,0.122479737,0.184973305,0.164013699,0.180431044
Msantd3,0.000122296,0.00084779,0,0.004538661,0,0.00174622,0.000484193,0.001030442,0.000321153,0.00120938,0.000797065,0.004291831,0,0.001197633,0.002438441
Acnat2,0,0,0,0.001006968,0,0.000949189,0,0,0.000374075,0,0,0.000222181,0,0,0
Zfp189,0.103340616,0.087107791,0.101892476,0.080402294,0.11268769,0.125840529,0.142728976,0.167939164,0.17306599,0.150825926,0.126515069,0.082112085,0.128444382,0.126977999,0.183819565
Baat,0,0.001450254,0,0.006377542,0.000378885,0.00044807,0.000828274,0.000881352,0.000206015,0.002241199,0.000170435,0.000183543,0,0,0
Mrpl50,0.154239759,0.130135806,0.130088357,0.1286015,0.144016146,0.146370533,0.260132536,0.218154138,0.167000446,0.141141887,0.17493223,0.189496452,0.213928149,0.154143942,0.188282667
Acnat1,0.005333352,0.001540513,0,0.054195663,0.004829583,0.011422953,0.001759645,0,0.000875347,0,0.00579336,0.020276499,0,0.006528627,0.004090036
Rnf20,1.077545034,1.055332026,1.135156671,0.910894368,0.978764786,0.960768933,0.788326458,0.685885843,0.862917813,0.643280412,0.681022117,0.710140526,1.118375103,1.075653018,1.231730678
Ppp3r2,0.000410109,0,0.005916588,0.042036251,0.018816169,0.012882766,0.002164933,0.001151834,0.010769595,0.018925918,0,0.001918973,0,0.004016161,0
Cylc2,0,0,0,0.000979844,0,0.001357159,0.000209063,0,0.001143998,0.000174061,0,0,0,0,0.002186714
Smc2os,0.003097196,0,0,0.00164205,0.002243717,0.000442238,0.001226238,0.000869879,0.000813333,0.001361247,0.0040372,0.001086924,0,0,0.00190014
Smc2,0.322193519,0.345385777,0.399882737,0.216552153,0.262388892,0.232765488,0.333492429,0.268516195,0.261144279,0.17598428,0.127385763,0.138915326,0.787285912,0.547488796,0.842876862
Toporsl,0.001164865,0,0.00160051,0.002940859,0.004621188,0,0.002635384,0,0.001310988,0.000365692,0,0.002725305,0.003119325,0.002240743,0.001020927
Olfr275,0,0,0,0.024747635,0.010144639,0,0,0,0,0,0.006084537,0.003276247,0.022499522,0,0
Olfr273,0.017772173,0,0,0.02692094,0,0.021751072,0,0,0,0,0.005515728,0,0,0.021755156,0
Nipsnap3b,0.181824312,0.27430441,0.199705147,0.119943746,0.175371418,0.145930442,0.15753293,0.218435664,0.2021559,0.11142622,0.131097539,0.121717671,0.178210538,0.28642004,0.214674656
4930522O17Rik,0,0,0,0.006760329,0.000659814,0.004681786,0,0,0.003587676,0,0,0.000639268,0,0,0
Fsd1l,0.000444915,0.000205619,0.000256749,0.005032151,0.002492547,0.000609867,0.053408771,0.053532426,0.026311492,0.063004406,0.061629105,0.051796092,0.002859389,0.002788489,0.003384666
Tal2,0,0.005517663,0,0.00791221,0.004324535,0.000852368,0,0.002514905,0.008621893,0.000983874,0.001296882,0.001047468,0.000399636,0.001096107,0
Tmem38b,0.015806948,0.019256067,0.020755836,0.024566714,0.018137683,0.026145121,0.067070488,0.066435713,0.056425491,0.077192244,0.087028753,0.082968504,0.030720682,0.027995017,0.03129372
Gm12505,0.001120282,0.00073963,0,0.009616224,0,0.001371094,0.004224196,0,0.003362165,0.009144094,0.003476878,0.002246569,0,0,0.000981852
Rad23b,0.376809684,0.357136155,0.353924018,0.3128284,0.351901996,0.358112491,0.992387244,1.010524917,0.933123259,0.884278308,0.878422863,0.840359062,0.488948029,0.465196844,0.502437396
Klf4,0.047218481,0.063015769,0.037642867,0.124946735,0.096949515,0.067782125,0.743788573,1.051724023,0.939593724,1.543709907,2.260101518,1.433770294,0.056122024,0.056873492,0.043375583
Actl7a,0.014216396,0.008212674,0,0.097354872,0.036475105,0.005074771,0.014071347,0,0.013999761,0.019525748,0.015442579,0.010393909,0.038069251,0,0
Ctnnal1,0.003122103,0.002118525,0.00405141,0.003678345,0.001795048,0.004245657,0.000457815,0.000556746,0.000455486,0.000925686,0.002314757,0.002144953,0.004578367,0.003336499,0.004636534
Frrs1l,0.001416413,0.000561084,0,0.007867035,0.001759027,0.00069341,0,0,0.004675999,0.001067189,0.00079127,0.001514891,0.004118038,0.000594463,0.000744835
Epb41l4b,4.44E-05,0,2.13E-05,0.000847,0.000235757,0,0.000281119,0,0.000163152,0,0.000308513,4.15E-05,0.000356508,0,0.000163355
Gm12530,0.006895578,0,0,0.034969004,0.018099266,0.001712339,0,0,0.004723827,0,0.009769997,0.003507133,0.018465264,0.001467995,0
D630039A03Rik,0.051090002,0.082679509,0.079414773,0.037088202,0.031154361,0.075651424,0.012713128,0.020774863,0.007227686,0.002268135,0.00597943,0.011671236,0.042379139,0.034533849,0.034826537
Txn1,0.57417117,0.760231838,0.701322404,0.402308966,0.547728018,0.524967514,1.021854379,0.844966891,0.739139932,0.756970235,0.630973819,0.621851199,0.996957134,1.019000929,0.931400265
Txndc8,0,0,0,0.001325238,0,0.000611852,0,0.000150439,0,0,0,0.0007519,0.000430304,0,0
Mir3095,0.01545216,0,0,0.218461878,0.074627227,0,0,0,0.162311407,0,0.03356986,0,0,0,0.99539484
Zkscan16,0.001916832,0,0,0.010646457,0,0.000521329,0.000240924,0.000512725,0,0.000401174,0,0.00192197,0.000977709,0,0
Gng10,0.09453516,0.116569927,0.118290176,0.082520257,0.078694752,0.079372805,0.10573263,0.113776773,0.115686832,0.082304152,0.075780744,0.078682759,0.146903379,0.14510939,0.116805225
Dnajc25,0.038331607,0.028405148,0.030616548,0.015105531,0.023513006,0.018495754,0.028724312,0.020912922,0.024644342,0.013458316,0.015793633,0.019791486,0.053918625,0.057601089,0.044465232
Ugcg,0.900522636,0.830155237,0.988299146,0.495008707,0.488629754,0.482612796,0.27074509,0.248625427,0.243503366,0.297474602,0.283124779,0.260874216,1.052305149,0.979717857,1.123639713
Hsdl2,0.105115226,0.107014893,0.084016872,0.103024602,0.109996115,0.085824959,0.104460875,0.116951736,0.089095965,0.083152066,0.083620389,0.084883976,0.145540585,0.13873454,0.131842735
Inip,0.113174632,0.092455428,0.122911831,0.075690446,0.083511588,0.094555863,0.147027882,0.095122429,0.132911418,0.104290337,0.083084693,0.086718572,0.132266463,0.119483096,0.126347425
Mup6,0.000187665,0,0.00037603,0.00011055,0.000151057,8.93E-05,0,0,8.21E-05,0.000137468,0,0,0.000167512,0,0.000767554
Slc46a2,0.000541471,0,0,0.001913824,0,0.002706016,0.001786489,0.000760389,0.00071096,0.00416468,0.001470435,0.000950115,0.002537455,0,0.001245729
Mup4,0.009634364,0,0.000827343,0.001216162,0.013294228,0.011791341,0.001816393,0.002899189,0.002710729,0.000756142,0.001495049,0.001610032,0,0.006739174,0.001055485
Mup7,0,0,0.001613391,0.002371623,0.001620307,0,0.001771063,0,0,0,0,0,0,0.014784726,0.004116575
Mup15,0,0,0,0.004806824,0.004105064,0.001941864,0,0,0.005357015,0.001494307,0,0,0,0,0.003128815
Mup8,0,0,0,0.00835909,0.008158543,0,0,0,0.010646715,0,0.000733998,0,0,0,0.004145543
Mup9,0.001032253,0,0.004964058,0.003648487,0,0.001965224,0,0,0,0.001512283,0,0.001610032,0,0.001684794,0.005277423
Mup1,0,0,0,0.008422593,0,0.000972161,0,0,0,0,0,0,0,0,0
Mup12,0,0.007088741,0,0.003614259,0.003292378,0.001946787,0,0,0,0,0.001481023,0.001594927,0,0,0
Mup5,0.005837483,0,0,0.033982959,0.004975148,0.010786643,0,0.001928843,0.00721384,0.000754597,0.000745997,0.012050563,0.014712331,0,0
Mup3,0.000695287,0,0,0.022117358,0.016789679,0.018862741,0,0.003905571,0,0.000763963,0.001510513,0.0056934,0,0.001702221,0
Mup21,0.003209538,0,0,0.009723491,0,0.006546835,0,0,0.009632396,0,0.000996104,0.001072714,0.00245561,0,0
Zfp37,0.000426616,0,0,0.006534098,0.008928269,0.00020305,0.000375345,0,0.001307024,0.000312503,0.001235766,0.002827966,0.003998434,0.000174075,0.001308651
Fkbp15,0.321174559,0.331969056,0.304951237,0.248203891,0.264740915,0.274569574,0.187002081,0.221248471,0.214078547,0.181944675,0.174486659,0.183779344,0.313551568,0.32607956,0.29842549
Slc31a2,0.024936812,0.031714324,0.024074161,0.024387292,0.022456863,0.020774852,0.012174168,0.011163886,0.013786283,0.014833033,0.014745455,0.014651266,0.027614477,0.024144972,0.027376829
Bspry,0.242738507,0.2530763,0.229040285,0.136931363,0.114634535,0.132228002,0.327756074,0.31767111,0.425368637,0.182263564,0.211685158,0.213375882,0.553368748,0.502293571,0.468426437
Rnf183,0.006623213,0.000805509,0,0.005544394,0.00084177,0.006470612,0,0,0.009154086,0,0.004543878,0.008155574,0.014935506,0.006400708,0.001069306
Wdr31,0.004230519,0.003910287,0.005231409,0.017302428,0.003794434,0.000345178,0.018185084,0.0162951,0.020473172,0.006507734,0.014967896,0.013998134,0.013108875,0.013316489,0.010381748
Hdhd3,0.049734475,0.039701191,0.055081757,0.03302644,0.018196661,0.008607767,0.067625022,0.0270903,0.051450169,0.021858769,0.034706418,0.021156033,0.078294302,0.021400467,0.053627614
Prpf4,0.220632793,0.221449814,0.24926341,0.195347713,0.210364366,0.20024579,0.261726489,0.242389243,0.270290779,0.233657226,0.194394839,0.219890653,0.306490141,0.234623712,0.304398961
Cdc26,0.171989609,0.150045138,0.155871682,0.138806213,0.133935699,0.119524268,0.160170886,0.146562055,0.155824212,0.155107062,0.149599406,0.150784184,0.168982767,0.19137132,0.149016451
Alad,0.311511234,0.272211189,0.24416118,0.154701493,0.184509745,0.167847457,0.257789915,0.222679113,0.281436656,0.160765929,0.17740812,0.179349371,0.360662112,0.35667903,0.263538225
Pole3,1.499881153,1.521130657,1.171421736,1.074006436,1.020835707,0.988321065,1.432526128,1.411990917,1.741795904,1.121880909,1.046339232,1.194395048,1.844588944,2.042747477,2.135163065
4933430I17Rik,0.003268004,0.000274603,0.003143136,0.014070876,0.005308841,0.000848412,0.006116449,0.00300388,0.005149128,0.002219765,0.005421625,0.005560569,0.003341366,0.002909387,0.002916263
Kif12,0.00082703,0,0,0.021192684,0.001497824,0.010627984,0,0,0.001628856,0.00045436,0.001796726,0.001451183,0.00553664,0.003037137,0.006342323
Ambp,0.000233291,0.001886777,0,0.006596506,0.001126693,0.002997968,0,0,0.000306314,0.001025335,0.000506825,0,0,0.001713446,0
