,nik_s1,nik_s2,nik_s3,ctr_s1,ctr_s2,ctr_s3,nik_t3,ikk_t2,ikk_t3,ctr_t1,ctr_t2,ctr_t3,nik_t1,nik_t2
Tmem140,0.021095834,0.021931387,0.010513453,0.010278893,0.069784826,0.006344059,0.001738183,0.009219084,0.0025645,0.012977567,0.022367486,0.008247802,0.010053768,0.010734939
Cnot4,0.098482561,0.105710993,0.095113099,0.089874107,0.183349634,0.094672337,0.104037257,0.072702694,0.069475055,0.086473522,0.095898763,0.096164252,0.125381098,0.119505144
Mtpn,0.517690921,0.513433595,0.511866284,0.473424655,0.893289543,0.485045027,0.778791727,0.779432555,0.756138364,0.603513989,0.609587059,0.761116478,0.644681082,0.676208176
1810058I24Rik,0.220413042,0.271936876,0.195377903,0.185446915,0.322257052,0.17629666,0.237730569,0.211886187,0.211501692,0.220269636,0.20637641,0.175580556,0.272907306,0.302099129
Chrm2,0.002179527,0.002568845,0.000132618,0.000398951,0,0.000497931,0.000389789,0.000182416,0,7.80E-05,0,5.55E-05,0.000696263,0.00236433
Creb3l2,0.098931468,0.135239888,0.110201475,0.357301903,0.433689532,0.338974154,0.111763228,0.105303922,0.181020952,0.144659621,0.233654159,0.194813719,0.113531997,0.12202405
Dgki,0.002145637,0.002137,0.000983456,0.000143816,0.002118333,0.000791253,0.000466706,0.000140911,0.000325777,0.000457642,1.73E-05,8.57E-05,0.001429124,0.002151802
Trim24,0.193603876,0.215095454,0.195161623,0.16876191,0.224320797,0.156497305,0.142210833,0.108374716,0.097055118,0.116777876,0.103478234,0.108701982,0.212400079,0.229711784
Svopl,0.002698629,0.010666803,0.002941982,0.001401296,0.00450176,0.001025705,0.000216176,0.001214013,0.000850518,0.000403502,0.000373678,0.000184639,0.004413095,0.008105925
D630045J12Rik,0.01842977,0.017167454,0.010288846,0.004279035,0.005176682,0.005722144,0.008884128,0.007581621,0.009175292,0.006354339,0.00225837,0.002767405,0.020483432,0.015261592
Fmc1,0.069359268,0.073038825,0.030245532,0.051768404,0.032349315,0.011747673,0.047130933,0.106517727,0.09949944,0.102991436,0.060274221,0.119783541,0.023467012,0.107506323
Ttc26,0.00554505,0.018414935,0.003761384,0.004344259,0.004833364,0.00443133,0.001776764,0.003533892,0.001747615,0.001658202,0.000597193,0.000168617,0.005138462,0.016198555
Adck2,0.111124586,0.092746186,0.068660429,0.091982275,0.102968396,0.08236835,0.071314167,0.08139352,0.063928867,0.100775919,0.089289982,0.086867897,0.094905542,0.100351815
Tbxas1,0.002992305,0.002474518,0.000474493,0.000869825,0,0.00100212,0.001242088,1.53E-05,9.65E-05,0.000122022,3.77E-05,0.000111672,0.000734002,0.003056896
Kdm7a,0.126004394,0.198389618,0.137831157,0.569955638,0.925336507,0.442793478,0.120344761,0.147936587,0.153977317,0.280311442,0.219647929,0.203744916,0.134574772,0.141856793
Braf,0.110685525,0.128182704,0.087321607,0.131191042,0.165483327,0.091551028,0.117866536,0.079480808,0.07441818,0.079236213,0.075230661,0.078804236,0.119223566,0.111838634
Agk,0.03487355,0.035635063,0.027338528,0.027565999,0.010965736,0.023076202,0.033140891,0.03039332,0.028886546,0.028268147,0.02960636,0.030726071,0.028368301,0.030250679
Mgam,0.008314867,0.009619306,0.000729595,0.001230432,0.005266611,0.001672078,0.001803262,0.000250891,0.00069509,0.000961675,0.000561636,0.000416267,0.006715781,0.007911902
Tmem178b,0.00092709,0.001084286,6.47E-05,0.000535117,4.01E-05,0.000546448,0,1.67E-05,0.000184078,0.000161591,0,0.000142085,0.001218928,0.001305214
Tpk1,0.002811708,0.002359173,0.001911562,0.002962381,0.008935603,0.002982737,0.001808969,0.002499887,0.001496697,0.002451521,0.002648707,0.002556928,0.002780531,0.002722614
Ezh2,0.379846963,0.29103703,0.483885905,0.252866192,0.340662856,0.3738547,0.524004371,0.521568826,0.497769938,0.298632088,0.325975565,0.411344433,0.411126521,0.466851511
Zfp398,0.103284365,0.087364366,0.091143098,0.183158549,0.119277509,0.143234863,0.083037716,0.084733085,0.08771226,0.096750514,0.08185785,0.094770324,0.101893932,0.089348319
Sspo,0.857085707,1.469074319,0.70789583,0.007215219,0.021918805,0.020144312,0.113222189,0.004164095,0.003044136,0.004263815,0.001263147,0.002790259,0.398169544,0.592193627
Igf2bp3,0.048137644,0.033913817,0.044086737,0.03164589,0.043781964,0.0267376,0.050120627,0.033494251,0.043958982,0.023665611,0.021955449,0.021006703,0.04954516,0.041476949
Stk31,0.002310075,0.004252782,0.001007355,0.000315667,0.017601515,0.000607861,0.001017778,0.000303105,0.000409533,0.000296061,0,5.27E-05,0.00084998,0.003346958
4921507P07Rik,0.014328871,0.017431959,0.00571662,0.003199473,0.004618391,0.005989898,0.001758373,0.001234346,0.000576508,0.001562894,0.000844302,0.002669953,0.014657554,0.008791129
5430402O13Rik,0.002016203,0.002620075,0.002967323,0.00082653,0.003272458,0.001768445,0.000242265,0.001700653,0.00285948,0.005426364,0.006839968,0.002483055,0.003709256,0.004488645
Skap2,0.017698831,0.019960963,0.01261663,0.015368182,0.01423927,0.009073058,0.019834235,0.025144394,0.020137449,0.017887813,0.023796362,0.024294176,0.020155176,0.020260335
Hoxaas2,0.024475348,0.031805943,0.019703959,0.002469789,0.061116058,0,0,0.000846965,0.019581216,0,0,0,0.014778379,0.030338266
Hibadh,0.031424265,0.033768335,0.028394602,0.02933174,0.052557093,0.04240422,0.023526779,0.02399146,0.029140259,0.024822479,0.024099497,0.021624349,0.033427172,0.036453203
Jazf1,0.004246373,0.006319728,0.004075849,0.005165919,0.011191807,0.00614241,0.004241542,0.005986985,0.005383167,0.003842975,0.005071847,0.006492391,0.004981157,0.006518712
Chn2,0.001600193,0.002960596,0.000141925,0.000355791,0.002582567,0.000723188,0.001825005,0.010285565,0.005641629,0.002655639,0.009584176,0.007660192,0.001037854,0.001265129
9130019P16Rik,0.004430589,0.004260618,0.002395741,0.000610274,0.006520021,0.002456043,0.000638849,0.001255689,0.000377021,0.000885812,0.000858901,0.000315264,0.000912919,0.003043674
Gars,0.7062515,0.619724551,0.900529214,0.477516914,0.554231652,0.636906131,1.324511817,1.02771987,1.032840994,0.819281547,0.895339131,0.820430626,0.80582295,1.109418113
Pde1c,0.007177806,0.011722985,0.005466905,0.000512435,0.000422681,0.000967921,0.002217797,0.00035695,0.000357798,0.000262832,0.000419199,0.000180405,0.005868968,0.007060743
Nt5c3,0.089397355,0.113724615,0.093202054,0.087280961,0.161406451,0.105871088,0.102562331,0.091912547,0.090192582,0.087355966,0.105575474,0.100114036,0.101494475,0.147860979
Avl9,0.291867693,0.280332383,0.271713421,0.373445009,0.49207068,0.352560413,0.273287804,0.24680126,0.209618605,0.269525028,0.223035677,0.241621771,0.288010352,0.294783052
Vopp1,0.044422368,0.033705897,0.028929485,0.037475653,0.042533289,0.016969671,0.033150173,0.034676142,0.023556674,0.033447596,0.023026297,0.023155078,0.03935698,0.031974184
Gprin3,0.059462434,0.084169186,0.045347754,0.043132331,0.019857289,0.026511714,0.016516585,0.019060852,0.024028194,0.01895389,0.01365229,0.010340227,0.033099679,0.04043605
Fam13a,0.005769721,0.006698041,0.000536748,0.00141285,0.007658258,0.002968955,0.001183203,0.000380686,0.000727369,0.001340874,0.000553925,0.000168431,0.002264468,0.005806778
Herc3,0.133246141,0.154134623,0.109896731,0.120079748,0.119601397,0.100681431,0.073576182,0.058647221,0.064920432,0.103363644,0.067998875,0.062557793,0.128855835,0.137901393
Mmrn1,0.009345964,0.017497276,0.000828915,0.000311701,0.002742462,0.003556881,0.002131797,0.000427566,0.000524206,8.12E-05,0,8.67E-05,0.007305018,0.003089951
Hpgds,0.01571146,0.025103101,0.013253343,0.020103792,0.032607772,0.011747551,0.016093323,0.007183872,0.00450526,0.011883504,0.006562333,0.007612898,0.020217524,0.020970537
Prdm5,0.00451932,0.005579254,0.001734253,0.001393206,0.000489014,0.000761082,0.002345916,0.002419359,0.001516921,0.000648704,0.000375472,0.000766839,0.004789036,0.004177834
Gng12,0.01058791,0.00843299,0.003872386,0.008438205,0.02593152,0.011423801,0.004377569,0.00704223,0.007427418,0.008316824,0.008670491,0.007446715,0.013293078,0.009076257
Il12rb2,0.770367879,0.705191927,0.544834077,0.614903969,0.342699607,0.311152439,1.050376013,0.385657265,0.50706276,0.875045298,0.652103236,0.545797652,1.25625419,1.418234299
Rpia,0.127701368,0.143288003,0.169751155,0.14235786,0.156177849,0.143446801,0.227974636,0.28301642,0.33444922,0.169852083,0.284558185,0.27504004,0.180051189,0.163822189
Atoh8,0.020079989,0.021378326,0.004958382,0.000952096,0,0.018333966,0.001395347,0.002394353,0.001143712,0.001984361,0.002143972,0.000794522,0.009969789,0.003693257
Chmp3,0.324372123,0.272443023,0.278423015,0.255190547,0.256399602,0.239568884,0.344751966,0.317485551,0.291532372,0.303262775,0.277512451,0.303334349,0.334632351,0.390739361
Polr1a,0.203499244,0.137766933,0.284695647,0.199631742,0.179626374,0.241848783,0.28292954,0.261568202,0.286086892,0.180438098,0.194743848,0.19424647,0.227813931,0.217028743
Rmnd5a,0.349600117,0.340375982,0.286172365,0.395454605,0.599988642,0.342726644,0.267033847,0.246799099,0.243189889,0.218626173,0.205908312,0.24907668,0.3246369,0.341275428
Dnah6,0.014396915,0.016443922,0.004210715,0.000983178,0.002602658,0.004035995,0.004892354,0.000940916,0.000461433,0.000750558,0.000463388,0.00041977,0.010432071,0.011293651
Kcmf1,0.230306312,0.236947206,0.20554912,0.160887874,0.11296535,0.131589719,0.242294143,0.176663363,0.176682821,0.140055068,0.12394746,0.136112453,0.235813694,0.233139562
Tgoln1,0.694772764,0.596515684,0.71416924,1.069308801,1.386797939,0.923195952,0.761222068,0.857745623,0.702820423,0.780000918,0.799982122,0.802829689,0.73219762,0.820857005
Tcf7l1,0.007642329,0.011747284,0.005370238,0.000343727,0.000472537,0.001746666,0.003652184,0.000746537,0.0015071,0.000828333,0.000991711,0.001123454,0.003642151,0.003888917
Suclg1,0.5415088,0.493105401,0.490862869,0.348312959,0.288114765,0.330989433,0.486744766,0.400063561,0.497263616,0.344700542,0.371045416,0.3613543,0.557006192,0.589931427
Reg3a,0.063854297,0.008890635,0,0.02393296,0.120914042,0,0.004384376,0.004103669,0.005390556,0.003507266,0,0.009986002,0.024613653,0.032880064
Eva1a,0.005055569,0.001953172,0.000417084,0.00053773,0,0.002588686,0.002889593,0.000245872,0.00012919,7.00E-05,0,0,0.002413193,0.001158831
Tacr1,0.003741953,0.007733456,0.000255576,0.000798414,0.002439152,0.00044289,0.000173351,0.00066929,0.000234447,0.000416014,0.000224738,0.000197415,0.001680951,0.004741258
M1ap,0.005713662,0.005651833,0.002119685,0.000503416,0.000184552,0.00191486,0.003115079,0.000920728,0.000483785,0.00069948,0.000708508,0.00060681,0.00468575,0.006726271
Atp6v1b1,0.026450387,0.019807896,0.007624324,0.003234574,0.063547706,0.010695627,0.003016642,0.002016788,0.001483575,0.00344736,0,0.001472315,0.010117172,0.019391072
Dguok,0.06540487,0.057353837,0.03014429,0.051270392,0.055524014,0.057087852,0.054437761,0.051072021,0.053544644,0.047022899,0.082466339,0.050789034,0.052435128,0.073960605
Dysf,0.006850452,0.011641374,0.001332787,0.001059953,0.002052707,0.001355797,0.003073065,0.000584745,0.001561148,0.000522273,0.000447534,0.000307662,0.00489468,0.005988697
Cct7,3.254109271,2.560679735,3.786921195,1.880805292,1.893508941,2.328701135,5.49711623,4.626197797,4.955922513,3.445386673,3.65840893,3.647465446,4.431775283,4.643713808
Sfxn5,0.003545406,0.01159501,0.001185303,0.000775156,0.001470589,0.001907304,0.001760849,0.000824056,0.000782176,0.001393439,0.00049093,0.000258746,0.004174443,0.003508039
Alms1,0.076053464,0.088082583,0.073732176,0.04389165,0.060518068,0.057264707,0.072099165,0.079924379,0.07033262,0.050159463,0.04742403,0.066193032,0.081467027,0.095234131
Tgfa,0.003622861,0.006430359,0.001001839,0.000405705,0.002868386,0.00037202,0.001189163,0.00039751,0.000417733,0.001177759,0.001370375,0.000773851,0.0019941,0.000524587
Aak1,0.168721523,0.255877911,0.161193902,0.339647358,0.409796277,0.296951027,0.193992785,0.237031023,0.229575925,0.25663514,0.24144512,0.242097552,0.206139382,0.238699699
Snrpg,0.239312946,0.308685785,0.364864115,0.260450247,0.446927327,0.39990856,0.448160774,0.499214218,0.569447047,0.316701798,0.513508716,0.492907793,0.343519044,0.392395992
Anxa4,0.13700614,0.13862094,0.088058673,0.021212112,0.030788908,0.024187995,0.114228343,0.081934286,0.047051322,0.061046223,0.060818777,0.057015172,0.179442973,0.159889276
Add2,0.012780045,0.015352549,0.002300483,0.003508979,0.014069885,0.004744524,0.001357073,0.000835649,0.00080791,0.00262826,0.001193481,8.13E-05,0.006925942,0.012855404
Antxr1,0.002570903,0.008787056,0.000952163,0.00180178,0.001333765,0.000148273,0.001320301,0.000633728,0.0010822,0.000722168,0.000448647,0.00011566,0.002280647,0.00188172
1810020O05Rik,0.001958567,0.0056777,0.001379657,0.001087006,0.007498967,0.002431477,0.000579296,0.000135552,0.000783464,0.002548733,0,0,0.001034771,0.003449931
Mgll,0.005132021,0.002311958,0.002208084,0.000314173,0.0074782,0.000624191,0.000131554,0.000985048,0.000679325,0.001473302,3.79E-05,0.000224723,0.002685582,0.004120379
Kbtbd12,0.003141306,0.003584332,0.000367516,0.000653302,0,0.000860189,7.36E-05,0.000585943,0.000217325,3.93E-05,0,0,0.003232556,0.00253421
Ruvbl1,0.322429627,0.24427316,0.394707964,0.203942185,0.078726669,0.329904299,0.606491692,0.42400507,0.471399494,0.257346695,0.271309408,0.326216357,0.35780744,0.337974422
Eefsec,0.023759081,0.019834352,0.030278628,0.01573177,0.023349255,0.017542097,0.019441981,0.017114857,0.022624158,0.01890588,0.018906543,0.016194101,0.023976027,0.032425386
Txnrd3,0.01150081,0.01816893,0.013177098,0.010649643,0.000732029,0.008861221,0.016691472,0.009738895,0.006716303,0.005780209,0.006245137,0.003332664,0.009735589,0.021229162
Chchd6,0.001104557,0.001435382,0.000627624,0.001141621,0,0.001080387,0.002702708,0.002168288,0.00148742,0.000806469,0.001019649,0.000146566,0.002693019,0.001334209
Nup210,0.335073694,0.341984684,0.388725316,0.740402629,0.710819263,0.752784686,0.513786085,0.760254676,0.923894921,0.68856915,0.780137695,0.77061389,0.394752182,0.408943332
Chst13,0.037598694,0.013175691,0.001842211,0,0.042969389,0.010671674,0,0.000760191,0.000998583,0,0.000701969,0,0.024870545,0.021855675
Aldh1l1,0.005126333,0.007474123,0.000845106,0.002665328,0.000270584,0.003772582,0.001021616,0.000871836,0.000265991,0.000865311,0,0.000171093,0.002882983,0.005408101
Iqsec1,0.192622936,0.176223977,0.178252712,0.09451553,0.075646932,0.093579612,0.145260367,0.107559761,0.08319675,0.084889195,0.098149134,0.10052855,0.202659204,0.185837699
Nr2c2,0.204537525,0.202916584,0.175317698,0.264320981,0.253163125,0.22714378,0.185564516,0.149869868,0.137741842,0.16858576,0.140708023,0.16037143,0.196480245,0.242741717
Slc6a6,0.564659854,0.452097667,0.543156541,0.360415049,0.385268633,0.352304677,0.593925387,0.269503839,0.331986416,0.290198256,0.263489281,0.285091515,0.601485232,0.64383171
Ccdc174,0.29214156,0.365218585,0.371365125,0.386448696,0.214391501,0.364636946,0.418887348,0.374887804,0.337019014,0.357761277,0.353813859,0.435942975,0.395858591,0.432694045
Fgd5,0.006664213,0.00923121,0.002363175,0.001344962,0.002218779,0.002055487,0.003449445,0.000329449,0.000900145,0.000788392,0.000121687,0.000160338,0.007041819,0.006210966
Tmem43,0.322372366,0.298069851,0.320448514,0.290147412,0.246106029,0.351651381,0.291821918,0.402120109,0.334189856,0.531852299,0.41128989,0.36846619,0.512521709,0.486737808
Prickle2,0.004625277,0.007223738,0.002396281,0.000709734,0.00227282,0.002128946,0.001080943,0.000868566,0.00038115,0.000478574,0.00076385,0.000348395,0.004621528,0.005812131
Adamts9,0.003956384,0.007847336,0.000617462,0.000874116,9.01E-05,0.00207482,0.000760631,0.000243556,0.001456928,0.000832635,0.000599738,4.56E-05,0.004494888,0.005933839
Magi1,0.001309276,0.002916715,0.000407812,0.000122681,0.000265632,0.000803872,0.000258456,7.89E-05,0.000143687,0.000245704,7.77E-05,0.000127971,0.001112593,0.001695357
Slc25a26,0.010566229,0.010984731,0.00740192,0.006841071,0.003983186,0.009327607,0.004783622,0.004324019,0.004415098,0.007198978,0.004153313,0.003582029,0.005819141,0.008961313
Lrig1,0.325559116,0.291227146,0.29366388,0.141236261,0.09834971,0.118683699,0.051479163,0.007695934,0.007102907,0.009990102,0.004160911,0.003908356,0.163110581,0.150702721
Suclg2,0.025755485,0.024932892,0.024544606,0.012603528,0.009268725,0.01843796,0.02258819,0.01632516,0.020069719,0.012417109,0.013704385,0.012941104,0.021125352,0.020640839
Eogt,0.09409047,0.083087932,0.062257998,0.056710981,0.053657087,0.081190012,0.091144832,0.093235587,0.086042904,0.064157941,0.04768787,0.077151992,0.098023422,0.122471387
Mitf,0.006903871,0.00370943,0.001186861,0.001219163,0.006680221,0.002235877,0.001978184,0.003673201,0.00103563,0.001054961,0.001139816,0.000109006,0.006741414,0.006305638
Foxp1,0.027474247,0.031650334,0.032068467,0.069786252,0.054275638,0.059868512,0.032367226,0.022107969,0.027717567,0.054465872,0.028991563,0.023727399,0.027411404,0.037950763
Rybp,0.061808374,0.07231988,0.053273914,0.08203165,0.066488067,0.053874317,0.053032149,0.054415832,0.053931268,0.049880147,0.041054374,0.059997445,0.072964123,0.063784777
1700049E22Rik,0.027144017,0.010735536,0.002573197,0.013159504,0.005108046,0,0,0,0,0,0,0,0.006947824,0.004003667
Gxylt2,0.001875697,0.00226338,8.76E-05,0.001933311,0.000289943,0.000470059,0.000128789,0.000120544,0,0.000927222,0,0.000293335,0.002694883,0.001363539
Pdzrn3,0.001090512,0.002753283,0.000366845,0.000797024,0.000438283,0.000590301,0.000209655,0.000378448,4.42E-05,0.000127781,0,0.000136434,0.001742564,0.000687049
Cntn3,0.001110856,0.001172898,0.00014381,0.000216309,0.000244157,0.000146152,8.34E-05,8.59E-05,2.46E-05,7.12E-05,2.88E-05,9.50E-06,0.001021834,0.001913695
Chl1,0.002849606,0.002854465,0.000155329,0.000798255,0.001348998,0.001707948,0.001112817,0.003298304,0.002792531,0.001734737,0.005195344,0.005897795,0.001135872,0.004833552
Arl8b,0.247383659,0.287729923,0.307011118,0.256499176,0.481718567,0.259848688,0.359216534,0.350252269,0.350134323,0.276115717,0.258816003,0.299427227,0.310567825,0.322363927
Itpr1,0.154204924,0.127349847,0.137112876,0.108942971,0.070996585,0.1073186,0.167712474,0.113144528,0.124083822,0.116301991,0.082508445,0.085049941,0.213761894,0.18898153
0610040F04Rik,0.005849992,0.006390188,0.001220048,0.001056584,0,0.003569478,0.000977987,0.000572108,0.000961942,0.000521558,0.00108006,0.001949059,0.004991244,0.005896193
Sumf1,0.05306049,0.04683129,0.031982719,0.032367896,0.013128859,0.030815036,0.045609004,0.034012637,0.02499873,0.036577597,0.032448276,0.029191639,0.061035382,0.061434914
Setd5,0.533438053,0.526497656,0.489534622,0.389138591,0.365953089,0.454223892,0.509902095,0.415085606,0.38311451,0.389176141,0.368482574,0.422437396,0.606430587,0.579454157
Srgap3,0.036170086,0.026766925,0.039120645,0.102873233,0.122885116,0.109531471,0.107856213,0.163943845,0.086919532,0.095765055,0.152624537,0.16261104,0.060965373,0.066456271
Cav3,0.000532085,0.004148697,0,0.001396,0.01496935,0.002613523,0.001534433,0.000957461,0,0.00027277,0,0,0.011485635,0.007220257
Lmcd1,0.005522837,0.006850753,0,0.00205823,0.001086546,8.81E-05,0.001809866,0.00062113,0.000712069,0.000321732,0.001251399,6.87E-05,0.002339993,0.001916169
Irak2,0.065394528,0.075338749,0.067397949,0.386448828,0.411498655,0.301706362,0.081962167,0.164291415,0.151841478,0.174067285,0.245742545,0.186610955,0.097233424,0.042236205
Tada3,0.367071632,0.273580996,0.311245507,0.299777272,0.134344011,0.2870325,0.234660223,0.420924483,0.258031218,0.306863521,0.315267584,0.295796983,0.443144814,0.403389156
Slc6a11,0.004433886,0.007552731,0.001437051,0.003261935,0.006807548,0.000882916,0.000575968,0.000646911,0.000481541,0.000184297,0,0,0.002998295,0.002134292
Atp2b2,0.005023126,0.006744154,0.002231962,0.002998038,0.002910842,0.004911184,0.005423574,0.008214235,0.005480902,0.001415679,0.002228394,0.004026425,0.003106666,0.005532148
Atg7,0.017952487,0.011643465,0.015428946,0.029491665,0.037612664,0.029966964,0.021500771,0.017226195,0.020823385,0.025983598,0.023835368,0.022641873,0.020855323,0.019080614
Syn2,0.007784772,0.00508961,0.001539216,0.001110024,0.00502273,0.001458934,0.0002324,0.000500297,0.000457174,0.000718842,0.00018747,0,0.003510775,0.006192252
Hrh1,0.006582867,0.011911325,0.003124951,0.000437242,0.001893459,0.002865044,0.003043808,0.000112458,0.000196965,0.000768911,4.62E-05,4.56E-05,0.004578543,0.006007012
Ift122,0.029819257,0.044051761,0.021262723,0.005670127,0.002942829,0.012336283,0.011391055,0.008564356,0.009551096,0.0023403,0.005756466,0.002498767,0.021443331,0.032292088
Tmem40,0.013678678,0.010276501,0.001584418,0.00252337,0,0.00059989,0.001643614,0,0.000303122,0.001095669,0.00011838,0.002339719,0.005452414,0.010513414
Mkrn2,0.179170021,0.265840112,0.218077632,0.34805563,0.273351349,0.311174969,0.246798269,0.2881288,0.36136536,0.25566765,0.325851231,0.326523289,0.27885374,0.287027421
Washc2,0.34986018,0.340815792,0.31835188,0.30400558,0.207028983,0.275542033,0.337186119,0.268053343,0.256093636,0.256352722,0.241071142,0.255116836,0.322461542,0.337341857
Pparg,0.003296856,0.002427768,0.000215649,0.000792895,0.000356737,0.00042412,0.000105639,9.89E-05,5.20E-05,0,6.09E-05,9.02E-05,0.001240018,0.001444648
Tmcc1,0.023428244,0.025318162,0.019049267,0.020942631,0.02284195,0.02049222,0.017007958,0.008307174,0.011729474,0.008986899,0.010453192,0.010085211,0.024224635,0.024940617
Cxcl12,0.103647989,0.043216534,0.014260279,0.005816793,0.046180493,0.04900463,0.027172846,0.001496066,0.025678923,0.006819395,0.003376958,0.000606763,0.040787946,0.086494547
Rassf4,0.019456495,0.042666577,0.016211272,0.010482835,0.035714844,0.020844429,0.003673795,0.003047835,0.001314008,0.003829397,0.001154627,0.005895326,0.031533314,0.028877148
Adipor2,0.355232439,0.350373267,0.358677493,0.30823429,0.473441186,0.336011858,0.410214256,0.338348345,0.30649381,0.372010015,0.328271239,0.320907887,0.419253487,0.335477706
Cacna1c,0.001891549,0.004961691,0.000514258,0.000566733,0.002413151,0.001237163,0.000594873,0.000346678,0.000342236,0.000137672,0.000148746,0.000134212,0.002497528,0.002584608
Cacna2d4,0.007733962,0.014118357,0.00259633,0.003180555,0.000265668,0.003101068,0.001180068,0.000524645,0.00150892,0.001793584,0.000203984,0.000403164,0.008070261,0.008016852
Wnk1,2.181919909,2.216702091,2.216646629,2.189666403,1.981976758,2.101664244,2.529881524,2.048939191,1.638103054,1.887631029,1.8210863,1.980995565,2.941276351,2.907133683
Erc1,0.052031566,0.054185714,0.044931562,0.036247366,0.018840967,0.032191595,0.032958082,0.034205011,0.026173931,0.037900489,0.037781587,0.040803689,0.051606191,0.041823056
Cecr2,0.01038213,0.020457965,0.01216168,0.003961224,0.002496448,0.002333127,0.00326145,0.000976844,0.000962383,0.002748131,0.000526183,0.000891407,0.007457003,0.007021122
Mical3,0.044684793,0.064654329,0.042971307,0.004237194,0.004132261,0.00698726,0.00994945,0.002874012,0.002649028,0.001061204,0.001166329,0.00074235,0.03043172,0.02512379
Bcl2l13,0.265771803,0.302935814,0.268541779,0.149442751,0.14419732,0.16137226,0.197525062,0.18742128,0.182111963,0.142620611,0.156874911,0.168777397,0.24093023,0.247134203
Mug2,0.006016857,0.009336074,0.000822377,0.000471226,0.013798497,0.00119728,0.004575267,0.000403994,0.000679276,0.000368299,0.000596884,9.83E-05,0.004934398,0.004569806
C1ra,0.020619006,0.033493238,0.005057629,0.006762107,0.015338715,0.000452132,0.006813278,0.026957578,0.005787657,0.004954779,0.009635965,0.002116111,0.023392183,0.016394215
Lag3,1.241491341,1.189232822,1.214088226,5.39335294,6.509320886,4.66015593,3.897663112,5.301402142,4.680669431,9.098344379,7.611176115,6.034205614,2.222476541,2.567416185
Ing4,0.298207486,0.247889473,0.247443571,0.181343253,0.223391304,0.265586766,0.138106531,0.139583762,0.143260601,0.186295946,0.190246889,0.168512187,0.213820868,0.209907077
Ncapd2,0.986712116,0.787211314,1.208228808,0.527285295,0.857842824,1.396112947,1.290729759,2.142721695,2.508738221,1.680308191,1.826935074,2.029868488,1.08007263,1.366897005
Vwf,0.013777817,0.013279649,0.003502877,0.003468078,0.009242064,0.003674478,0.00180825,0.00052604,0.001033501,0.001277093,0.000619509,0.000584386,0.011273814,0.013194234
4930557K07Rik,0.01039716,0.013278255,0.004924748,0.006702023,0.000581911,0.004905674,0.002584781,0.002096719,0.002796612,0.003951578,0.00426942,0.004807866,0.006859661,0.009730124
Ccnd2,2.065565389,1.628655691,2.272828397,1.64253144,1.974817377,1.643815088,3.167043108,1.257348814,1.125395933,1.337719094,1.073385559,1.04591185,2.807952676,3.109544158
Tspan9,0.002186198,0.004515137,0,0.00061455,0.002450067,0.001862763,0.001501091,0.00045662,0.000166102,0.000600396,0.000259476,4.27E-05,0.002106762,0.000529753
Gm10069,0.008818799,0.015327899,0.00427825,0.000795347,0,0.008044519,0.004132661,0.00079345,0.00145918,0.001695337,0.001526417,0.001568781,0.009193686,0.012901796
Olr1,0.036340033,0.015179211,0.014290433,0.008087145,0.005617406,0.010017683,0.045849046,0.007444194,0.009356827,0.004491034,0.001078282,0.00568312,0.027060606,0.053660355
2310001H17Rik,0.028156941,0.049396781,0.025886985,0.060484084,0.09724148,0.045606977,0.015788757,0.014250109,0.019412154,0.017922798,0.022483506,0.014127537,0.026706287,0.024676158
Klra14-ps,0.003099083,0.005369717,0,0.00609816,0.03297483,0.004711646,0.003475567,0,0,0.000794362,0,0,0.005574757,0.00394254
Gpr19,0.020022103,0.024138026,0.029454141,0.02056929,0.048550434,0.035038802,0.015304573,0.013673583,0.011632237,0.029679609,0.018572062,0.014524254,0.016095031,0.03723528
Mansc1,0.025662944,0.032158191,0.015454035,0.013225602,0.003305794,0.007717506,0.016152344,0.022677299,0.011843294,0.016758158,0.011845105,0.010033397,0.022482248,0.029279069
Lrp6,0.121254232,0.141461022,0.152834093,0.084449379,0.108335521,0.117227688,0.143853389,0.104846466,0.086040208,0.065579892,0.066342559,0.087792143,0.150540737,0.155657058
Dusp16,0.104539294,0.123151309,0.184677602,0.107992176,0.211870058,0.139011337,0.253353164,0.143407441,0.111393235,0.074290686,0.170284866,0.173224716,0.183617403,0.196241955
Grin2b,0.001854418,0.003233193,0.000559321,0.000324355,0.002173793,0.000574711,0.000787314,0.000159895,0.000175335,0.000253508,9.42E-05,3.38E-05,0.00127367,0.003106178
4930425L21Rik,0.013606587,0.005412822,0.001210904,0.00163923,0,0.00136395,0.000533862,0.000499682,0.001706585,0.000284707,0.000307607,0.000303985,0.002997071,0.003297105
Atf7ip,0.232146617,0.26097639,0.193399014,0.352260207,0.333750402,0.356492288,0.177375166,0.233899494,0.174818414,0.276745943,0.333512285,0.305190747,0.210980535,0.235087304
Gucy2c,0.0150708,0.01991288,0.014539022,0.001435823,0.006741609,0.002067753,0.00291361,0.000946899,0.000756255,0.000561102,0.000233167,0.000599096,0.012639387,0.021564622
Rerg,0.003197561,0.004394987,0.001018957,0.000887325,0.003859153,0.0024163,0.001359531,0.000470267,0.000116281,0.000409802,0.00112394,0.00030292,0.001387697,0.002764031
